Role,Product,Name,Country,Phone,Website,E-mail 1,E-mail 2,Last Contact,Status,WA Availability,E-mail Sent
Importer,WW 0303,ТОВ НОВУС УКРАЇНА,Ukraine,+380 44 585 4170,https://novus.ua/contact,kristina.ivchenko@novus.ua,oksana.gaydashova@novus.ua,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ФУДМЕРЕЖА,Ukraine,+380 44 585 5159,http://foodreform.com.ua/,office@foodreform.com.ua,,,Verified lead,Not Available,
Importer,WW 0303,ТОВ АСВІК ПРАЙМ УКРАЇНА 08129 КИЇВСЬКА OБЛ С П БOРЩАГІВКАВУЛ ЧЕРКАСЬКАБУД 26,Ukraine,+380 44 592 8117,http://www.asvik.kiev.ua/,center@asvik.kiev.ua,market@asvik.kiev.ua,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ЛИНД,Ukraine,+380 44 592 8948,https://www.ua-region.info/33348448,lind.vent@gmail.com,info@ua-region.com,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ФРОУЗЕНФУД,Ukraine,+380 44 593 0310,http://www.fozzy.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ВОГНІ ГЕСТІЇ,Ukraine,+380 44 593 0329,https://vh-fish.com.ua/,info@vh-fish.com.ua,sales@vh-fish.com.ua,,Needs checking,Not Available,
Importer,WW 0303,ООО ТРИ ОКЕАНА,Ukraine,+380 44 594 0333,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ТОРГОВИЙ ДІМ БМТ,Ukraine,+380 44 594 3883,http://btu-center.com/,info@btu-center.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ СТОР ФУД ДИСТРИБ ЮШН,Ukraine,+380 44 594 5947,http://storefood.com.ua/,marketing@storefood.com.ua,,,Verified lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФРУНАТ,Ukraine,+380 44 599 2235,https://wog.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АГРОФІШ ТОВ АГРОФІШ,Ukraine,+380 4560 21271,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ДРІМ АЛЬЯНС,Ukraine,+380 4563 46990,http://alyans-dim.uaprom.net/,,,,Needs checking,Not Available,
Importer,WW 0303,ПП ДЕКЛАРСЕРВІС,Ukraine,+380 4572 53406,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЄТК УКРАЇНА,Ukraine,+380 4572 75350,http://www.acme.ua/,acme@acme.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ВТОРМА СПЛАВ,Ukraine,+380 4572 77740,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ САНАФІШ,Ukraine,+380 4598 47001,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ІМПОРТ ТРАНС ПРОДУКТ,Ukraine,+380 462 662 321,http://www.transimport.com.ua/,transimport1@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СІ УКРАЇНА,Ukraine,+380 4622 77030,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КОМБІНАТ ЧЕРКАСИ 18028 УКРАЇНА ЧЕРКАСЬКА ОБЛ М ЧЕРКАСИ ВУЛ 14 ГО ГРУДНЯ БУД 87,Ukraine,+380 472 310 197,https://www.ua-region.com.ua/05529691,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ТОРГІВЕЛЬНА КОМПАНІЯ ГРАНД МАРКЕТ,Ukraine,+380 472 313 431,,,,,Lead,Not Available,
Importer,WW 0303,ТЗОВ РИБА НАША,Ukraine,+380 472 567 935,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ФІШ КО ТРЕЙДІНГ,Ukraine,+380 472 631 660,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ КОМБІНАТ ЧЕРКАСИ УКРАЇНА 18018 ЧЕРКАСЬКА ОБЛ М ЧЕРКАСИ ВУЛ ЕНГЕЛЬСА БУД 245 1 ОФ,Ukraine,+380 472 645 333,,,,,Lead,Not Available,
Importer,WW 0303,ПРАТ БОРОВИЦЬКЕ,Ukraine,+380 4730 91323,http://r-b.in.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ПП СІЛЬВЕР ФУД,Ukraine,+380 4737 22712,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ АКАДЕМІЯ МОРЕПРОДУКТІВ,Ukraine,+380 48 712 4006,http://technologmeet.at.ua/,technologmeet@at.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ СБЦ АВТО,Ukraine,+380 48 716 5768,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ІНТЕР ТРЕЙДІНГ УКРАЇНА 65091 М ОДЕСА ВУЛ РАЗУМОВСЬКА БУДИНОК 51,Ukraine,+380 48 737 4678,http://www.itl-ltd.com/,office@itl-ltd.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ МОРСЬКИЙ ТАТО,Ukraine,+380 48 737 6396,http://mb.od.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТЕР ТУМАСОВ В Д ИП,Ukraine,+380 48 737 7785,http://teus.com.ua/,office@teus.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ООО ТД ГЛОБАЛ ОУШЕН,Ukraine,+380 48 797 2048,https://gol.ua/,sales@gol.ua,,,Needs checking,Not Available,
Importer,WW 0303,ПРАТ ВИРОБНИЧЕ ОБ ЄДНАННЯ ОДЕСЬКИЙ КОНСЕРВНИЙ ЗАВОД 65007 М ОДЕСА ВУЛ ВОДОПРОВІДНА 22,Ukraine,+380 482 223 182,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ФІРМА ЛІМАН,Ukraine,+380 482 398 577,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ФОРТУНА БЛІЦ,Ukraine,+380 482 687 817,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ПОЛТАВАХОЛОДПРОМ,Ukraine,+380 50 073 6908,https://poltavhim.pl.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ТД МЕДІА ГОЛД,Ukraine,+380 50 088 8952,,,,,Lead,Not Available,
Importer,WW 0303,ПРИВАТНЕ ПІДПРИЄМСТВО ІНКОТЕРМС БРОК,Ukraine,+380 50 225 1027,,,,,Lead,Available,
Importer,WW 0303,ТОВ ІНТЕР ФІШ ЛАЙН,Ukraine,+380 50 247 5555,http://inter-lis.com/,office@inter-lis.com,,,Needs checking,Available,
Importer,WW 0303,ТОВ ДОНАМА,Ukraine,+380 50 305 0088,https://dominanta-ukr.com/,info@dominanta-ukr.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ СІ СТОРІ,Ukraine,+380 50 313 9171,,,,,Lead,Not Available,
Importer,WW 0303,ГАЛИС ООО,Ukraine,+380 50 320 3084,https://www.galis.dp.ua/,,,,Needs checking,Available,
Importer,WW 0303,ТОВ БАЛТІКО,Ukraine,+380 50 321 4011,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СТАНДАРТ ДЕЛІВЕРІ,Ukraine,+380 50 325 1849,http://www.stand.com.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ УКРАЇНСЬКА КОМПАНІЯ ІМПЕРІАЛ,Ukraine,+380 50 339 8228,http://www.imperialgroup.com.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ТОРГІВЕЛЬНА КОМПАНІЯ БОРЕЙ,Ukraine,+380 50 347 4148,http://www.boreygroup.com/,info@boreygroup.com,,,Needs checking,Available,
Importer,WW 0303,ТОВ ФІШ ФАКТОР УКРАЇНА 03126 М КИЇВ ВУЛ БІЛЕЦЬКOГO АКАДЕМІКА БУД 34,Ukraine,+380 50 355 1675,https://factor-kiev.com/en/,sprutmpp@gmail.com,info@factor-kiev.com,,Needs checking,Available,
Importer,WW 0303,ТОВ ФУД СЕРВІС МІТ,Ukraine,+380 50 357 2222,,,,,Lead,Available,
Importer,WW 0303,ТОВ ЄВРОПРОДРЕСУРС,Ukraine,+380 50 377 8097,https://evro-parts.com/,evro_parts@ukr.net,evroparts_khm@ukr.net,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АТЛАНТІК,Ukraine,+380 50 381 4667,,,,,Lead,Not Available,
Importer,WW 0303,ТЗОВ ОМЕГА,Ukraine,+380 50 403 6900,https://omega.page/,office@omega.page,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ПОЛТАВАРИБА ТОВ ПОЛТАВАРИБА,Ukraine,+380 50 404 6626,,,,,Lead,Available,
Importer,WW 0303,LLC SILPO FOOD BUTLEROVA,Ukraine,+380 50 410 8135,https://www.instagram.com/lesilpo,,,,Needs checking,Available,
Importer,WW 0303,ТОВ ФІШ БАСКЕТ 02090 М КИЇВ ВУЛ ХАРЬКІВСЬКЕ ШОСЕ БУД 17 А СЕКЦІЯ 4 ОФІС 206 УКР,Ukraine,+380 50 413 4558,https://winetime.com.ua/ua/?utm_source=google_maps_bazhana&utm_medium=google_maps_bazhana&utm_campaign=google_maps_bazhana,,,,Needs checking,Available,
Importer,WW 0303,ТОВ МЕГА ГРУП ЛТД 36011 ПОЛТАВСЬКА ОБЛ М ПОЛТАВА ВУЛ ГОГОЛЯ БУД 20А КІМН 108,Ukraine,+380 50 416 1100,https://meganompoltava.com.ua/,meganompl@gmail.com,,,Needs checking,Available,
Importer,WW 0303,ТЗОВ ФІШЕРС,Ukraine,+380 50 432 3379,https://fischersports.com.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ГЕРМЕС ЛАЙН 08131 КИЇВСЬКА ОБЛ С СОФІЇВСЬКА БОРЩАГІВКА В МАЛА КІЛЬЦЕВА БУД 30,Ukraine,+380 50 432 7707,https://meestposhta.com.ua/,info@meest-group.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ЛАН ІМПЕКС,Ukraine,+380 50 434 1040,http://lanclaas.com.ua/,office@lanclaas.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ТАРУС ПРОД,Ukraine,+380 50 447 1700,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СОЛАР ТРЕЙДІНГ СІСТЕМ,Ukraine,+380 50 458 4838,http://sig.energy/,info@sig.energy,service@sig.energy,,Needs checking,Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ДІАНА 23607 ВІННИЦЬКА ОБЛ ТУЛЬЧИНСЬКИЙ Р Н С КИНАШІВ ВУЛ ЖЕЛЮКА 3,Ukraine,+380 50 461 3447,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ БАЛТМОР ГРУП,Ukraine,+380 50 462 0377,https://brgroup.com.ua/,,,,Needs checking,Available,
Importer,WW 0303,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТПО АС,Ukraine,+380 50 480 0132,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ТОРГОВА КОМПАНІЯ ШЕЛЬФ 04071 М КИЇВ ПОДІЛЬСЬКИЙ РАЙОН ВУЛ ЩЕКАВИЦЬКА 37 48 КВ ОФІС 1,Ukraine,+380 50 488 9787,http://shelf.ua/,shelf@shelf.ua,,,Needs checking,Available,
Importer,WW 0303,ТОВ ГРАНДІ МАР,Ukraine,+380 50 530 4790,http://www.grandmeta.com.ua/,grandmeta.ua@gmail.com,,,Needs checking,Available,
Importer,WW 0303,ФЛП ЗАПОРОЖЧЕНКО В А,Ukraine,+380 50 533 6888,http://www.thomas.ua/,,,,Needs checking,Available,
Importer,WW 0303,ФЛП РОМАНОВ ЮРИЙ ВИКТОРОВИЧ,Ukraine,+380 50 555 9555,,,,,Lead,Available,
Importer,WW 0303,ТОВ ВІНСМАК,Ukraine,+380 50 556 6771,http://vinprom.com.ua/ua/,,,,Needs checking,Available,
Importer,WW 0303,ТОВ ФІРМА ЗЕЛЕНИЙ РАЙ,Ukraine,+380 50 564 9920,http://www.zelenyi-rai.com.ua/,,,,Needs checking,Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФАЛЬКОНФІШ,Ukraine,+380 50 597 1656,http://vashiberci.com.ua/,info@vashiberci.com.ua,,,Needs checking,Available,
Importer,WW 0303,ПП ТРАНС ДЕЛЬ МАР,Ukraine,+380 50 610 7410,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ КАРЛІСТОН,Ukraine,+380 50 689 5580,,,,,Lead,Not Available,
Importer,WW 0303,ПП ВИРОБНИЧО КОМЕРЦІЙНА ФІРМА ЕНЕРГОТЕХМАШ,Ukraine,+380 50 710 5153,https://energotehmash.prom.ua/ua/,,,,Needs checking,Available,
Importer,WW 0303,ТОВ АКВАМАРИН 17 36034 М ПOЛТАВА ВУЛ ПOЛOВКА 66Б,Ukraine,+380 50 859 0348,http://aquamarine-poltava.com/,aquamarine.poltava@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ПРОФІТОРГ,Ukraine,+380 50 871 8373,https://a-torg.all.biz/,a.torg@ukr.net,,,Needs checking,Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СВІТ МОРЕПРОДУКТІВ 03126 М КИЇВ ВУЛ АКАДЕМІКА БІЛЕЦЬКОГО БУД 34 ОФ 28,Ukraine,+380 50 930 4833,http://worldsea.com.ua/,info@worldsea.com.ua,,,Needs checking,Available,
Importer,WW 0303,ТОВ ВД ТРЕЙД,Ukraine,+380 50 935 8376,https://vdtrade.com.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ БОБРИНЕЦЬКИЙ ЗАВОД ПРОДТОВАРІВ,Ukraine,+380 5257 35287,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ПРОГРЕС ПТЦ 36010 М ПОЛТАВА ВУЛ ОВОЧЕВА БУД 7Б,Ukraine,+380 5322 21784,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ КАНЛТАЙТ ПЛЮС,Ukraine,+380 5325 09597,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ФІШ АЛЬЯНС 36009 ПОЛТАВА ВУЛ ЗІНЬКІВСЬКАБУД 51 2,Ukraine,+380 5326 54912,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ЗАФЕР,Ukraine,+380 5354 21774,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ДОМ ФАКТОР,Ukraine,+380 5361 72701,,,,,Lead,Not Available,
Importer,WW 0303,ПП АРІС ГРУП,Ukraine,+380 5367 96717,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ГАЗТЕХКОМ,Ukraine,+380 542 328 173,,,,,Lead,Not Available,
Importer,WW 0303,ФОП КУЛЬОМЗА РОМАН МИКОЛАЙОВИЧ,Ukraine,+380 542 700 971,http://fishking.sumy.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СІ СТОРІ,Ukraine,+380 542 701 220,http://siati.com.ua/,office@siati.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АЙСБЕРГ ГРУП,Ukraine,+380 542 775 075,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ПІНГВІН ТРЕЙДІНГ,Ukraine,+380 552 517 518,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ МІРОШНІК,Ukraine,+380 5549 76851,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ РАДІУС ГОЛД,Ukraine,+380 56 370 2824,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ДЕНІЗ ФІШ ХОЛДІНГ,Ukraine,+380 56 370 4535,http://www.danis.com.ua/,contact@danis.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ БРИЗТОЛЬ УКРАЇНА 49000 М ДНІПРO ПР МАНУЙЛІВСЬКИЙ 73 OФІС 304,Ukraine,+380 56 371 1311,http://briz.com.ua/ru?utm_source=gmb&utm_medium=main,brizwebsite@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ПРИЗМА УКРАЇНА,Ukraine,+380 56 375 5153,https://prizma-ukraine.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АЛЬБАКОР 69106 М ЗАПOРІЖЖЯ ВУЛ СКВOРЦOВА 236 УКРАЇНА,Ukraine,+380 56 724 1333,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АЙСБЕРГ ГРУП 49000 М ДНІПРО ВУЛ ВОЛОДИМИРА ВЕРНАДСЬКОГО БУД 7 КВ 55,Ukraine,+380 56 777 4424,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ДИСТРИБУЦІЯ ЦЕНТР 03680 М КИЇВ ПР АКАДЕМІКА ПАЛЛАДІНА БУД 44 КОР 8,Ukraine,+380 56 787 3717,https://m.facebook.com/TCACADEMCity/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮЛКОН,Ukraine,+380 56 788 8447,http://www.yulkon.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ МАЕР ФУД 49051 УКРАЇНА М ДНІПРО ВУЛ БАТУМСЬКА 34,Ukraine,+380 56 794 5505,http://millennium.dp.ua/,email@email.ru,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ РПК АДМІРАЛ 49000 ДНІПРОПЕТРОВСЬКА ОБЛ М ДНІПРО ВУЛ БОРИСА КРОТОВА БУД 35,Ukraine,+380 562 310 806,https://cek.dp.ua/,press.center@cek.dp.ua,kanc@cek.dp.ua,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АТБ МАРКЕТ,Ukraine,+380 562 319 380,http://www.atbmarket.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ВБН,Ukraine,+380 562 322 526,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ РОЯЛ ФІШ ГРУП,Ukraine,+380 562 339 540,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ НАУКОВО ВИРОБНИЧЕ ПІДПРИЄМСТВО ПРОДАГРОКОМ,Ukraine,+380 562 347 154,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ЄСК ЛТД,Ukraine,+380 562 366 751,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНИІСТЮ АЙСБЕРГ ФІШ,Ukraine,+380 562 366 785,http://iceberg-fish.com/,,,,Needs checking,Not Available,
Importer,WW 0303,НАУКОВО ВИРОБНИЧА ФІРМА ІСТОК ДНЕПР,Ukraine,+380 562 385 240,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ТФ АФІНА,Ukraine,+380 562 389 800,http://afina-group.com.ua/,afina@afina-group.com.ua,enteryouremail@gmail.com,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АЗИМУТ ТРЕЙДІНГ,Ukraine,+380 562 423 874,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ АГРОС МОРЕ ТОВ АГРОС МОРЕ,Ukraine,+380 5692 38647,https://www.ua-region.info/25013096,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АГРОС НОВА,Ukraine,+380 57 341 4203,http://novaagro.com.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АЙСБЕРГ ФІШ,Ukraine,+380 57 703 3232,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ УПФ ТРЕЙДИНГ,Ukraine,+380 57 711 6010,http://upec.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ УКРІНВЕСТ 3000,Ukraine,+380 57 717 7171,http://ui3000.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ РИБОКОНСЕРВНИЙ ЗАВОД ЕКВАТОР,Ukraine,+380 57 731 6831,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ КАРАВАН СІФУД,Ukraine,+380 57 752 2671,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ХІЛТРЕЙД,Ukraine,+380 57 752 5232,http://www.brcgasequipment.ua/,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ НОРФІШ 61109 ХАРКІВСЬКА ОБЛ М ХАРКІВ ВУЛ ДОСТОЄВСЬКОГО БУД 5,Ukraine,+380 57 779 7926,http://www.rotormash.com/,hr@rotormash.com,omts_metal@rotormash.com,,Needs checking,Not Available,
Importer,WW 0303,ПРИВАТНЕ ПІДПРИЄМСТВО АСС,Ukraine,+380 57 783 5058,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АФАЛІНА ГРУП,Ukraine,+380 57 783 5294,https://afalina.in.ua/,info@afalina.in.ua,manager@afalina.in.ua,,Needs checking,Not Available,
Importer,WW 0303,ТОВ МОРФІШ,Ukraine,+380 57 786 7700,https://www.pmi.com/markets/ukraine/en/overview,viktoriia.ilinska@pmi.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ А МЕГА ПЛЮС,Ukraine,+380 572 279 865,https://www.ua-region.com.ua/31634884,pochta@megapolisplus.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ТАЙМФІШ,Ukraine,+380 5743 58042,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ АЛЬБАКОР 69106 МІСТО ЗАПОРІЖЖЯ ВУЛИЦЯ СКВОРЦОВА БУДИНОК 236 УКРАЇНА,Ukraine,+380 612 285 282,http://www.kliongroup.com/,info@kliongroup.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АЛЬБАКОР69106 Г ЗАПОРОЖЬЕ УЛ СКВОРЦОВА 236,Ukraine,+380 612 835 713,http://www.tdikar.com.ua/,sales@tdikar.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ТОРГОВИЙ ДІМ СЬОМИЙ КОНТИНЕНТ,Ukraine,+380 6234 04762,,,,,Lead,Not Available,
Importer,WW 0303,ООО МТ ИНТЕРФУДЗ,Ukraine,+380 6238 10406,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ЛЕОПОЛІС МАРКЕТ,Ukraine,+380 63 106 0013,https://www.facebook.com/leocomp.ua,,,,Needs checking,Not Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТД РОЯЛМІТ,Ukraine,+380 63 233 9999,https://hellocashback.me/,,,,Needs checking,Available,
Importer,WW 0303,ТОВ ФІШ ЛАЙН ТРЕЙД 04080 М КИЇВ ВУЛ КOСТЯНТИНІВСЬКА 66,Ukraine,+380 63 278 7858,,,,,Lead,Not Available,
Importer,WW 0303,ФОП АСЮТІН ВІКТОР АНДРІЙОВИЧ,Ukraine,+380 63 283 2481,https://www.facebook.com/profile.php?id=61557047972450,,,,Needs checking,Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ РИБКОППРОДУКТ,Ukraine,+380 63 334 0909,https://ribkopprodukt.all.biz/,petko.vova@gmail.com,,,Needs checking,Available,
Importer,WW 0303,ТОВ МОРЕ БРАВО,Ukraine,+380 63 343 3337,https://bravo-lift.com/,officebravolift@gmail.com,,,Needs checking,Available,
Importer,WW 0303,ТОВ СХІДНИЙ МЕРИДІАН ГРУП 49000 УКРАЇНА М ДНІПРО ВУЛ ВОЛОДІ ДУБІНІНА 8 ОФ 301,Ukraine,+380 63 422 6212,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ СУПЕРФУДС,Ukraine,+380 63 457 4353,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ВІП ФУД 79024 М ЛЬВІВ ВУЛ ПOЛЬOВА 55 227 УКРАЇНА,Ukraine,+380 63 546 7152,,,,,Lead,Available,
Importer,WW 0303,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПЕРВОМАЙСК ТОРГОВО ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ,Ukraine,+380 63 642 1174,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ МД ЄВРОТРЕЙД,Ukraine,+380 63 856 6047,http://evrotreyd.com.ua/,,,,Needs checking,Available,
Importer,WW 0303,ТОВ ІМЕКС ФІШ ТОВ ІМЕКС ФІШ,Ukraine,+380 63 907 5186,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ТАЙМФІШ 01004 М КИЇВ ВУЛ ШOВКOВИЧНА БУД 46 48,Ukraine,+380 63 915 5217,,,,,Lead,Available,
Importer,WW 0303,ЧП ТЕЛЕРАДИОКОМПАНИЯ МОДЕРН,Ukraine,+380 6444 42642,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ФИШ МАРКЕТ 02094 М КИЇВ ВУЛ ГНАТА ХОТКЕВИЧА БУД 12 ОФ 177,Ukraine,+380 66 030 9017,https://fishing-market.com.ua/,sale@fishing-market.com.ua,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ ПРОМОРЕ 49021 М ДНІПРO ВУЛ БЕРЕГOВА БУД 200 УКРАЇНА,Ukraine,+380 66 117 4874,,,,,Lead,Available,
Importer,WW 0303,ТОВ РИБМАРКЕТ ПЛЮС,Ukraine,+380 66 220 6321,http://www.promomarket.com.ua/,promomplus@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ КУОРН,Ukraine,+380 66 304 0660,http://ukrkanprom.com/,ukrkanprom.ua@ukr.net,,,Needs checking,Available,
Importer,WW 0303,ТОВ ПРОДАКВА,Ukraine,+380 66 335 5570,http://www.milkdiller.com.ua/,milkdiller@ukr.net,,,Needs checking,Not Available,
Importer,WW 0303,ТОВ АКВАМАРИН 17 36034 М ПОЛТАВА ВУЛ ПОЛОВКА 66Б,Ukraine,+380 66 406 8281,,,,,Lead,Not Available,
Importer,WW 0303,ООО ФТД,Ukraine,+380 66 427 0537,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ МД СЕРВІС КП,Ukraine,+380 66 449 4422,https://mdservice.com.ua/,sale@mdservice.com.ua,,,Needs checking,Available,
Importer,WW 0303,ТОВ ФІШ БЕЙЗ КОМПАНІ,Ukraine,+380 66 526 7863,,,,,Lead,Available,
Importer,WW 0303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТОРГІВЕЛЬНИЙ ДІМ А ДВА,Ukraine,+380 66 568 1710,,,,,Lead,Not Available,
Importer,WW 0303,ТОВ ЕКО СТОР 43020 М ЛУЦЬК ВУЛ ЛІДАВСЬКА 1 УКРАЇНА,Ukraine,+380 66 576 7434,https://www.facebook.com/EuroGurt/,,,,Needs checking,Available,
